station_train_code,train_no
D5754,39000D575402
D5756,4r000D575600
D5758,39000D575802
D5762,39000D576201
D5764,39000D576409
D5766,39000D576610
D5768,39000D576810
D5770,39000D577003
D5772,4r000D577202
D5774,39000D577402
D5776,42000D577600
D5778,39000D577801
D5780,4r000D578002
D5782,39000D578206
D5784,42000D578403
D5786,39000D578602
D5788,42000D578802
D5792,39000D579204
D5794,4r000D579404
D5796,39000D579604
D5798,4r000D579805
D5801,39000D58010U
D5802,42000D58020Q
D5803,39000D58030E
D5804,42000D58040U
D5805,39000D580503
D5806,42000D580603
D5807,39000D580703
D5808,42000D58080A
D5809,39000D580901
D5810,42000D581003
D5818,4e000D581803
D5820,42000D58200J
D5822,4e000D58220F
D5824,42000D58240Q
D5826,4e000D582601
D5828,42000D58280G
D5832,4e000D58320H
D5834,42000D58340L
D5836,4e000D583600
D5838,42000D58380P
D5852,39000D585210
D5853,39000D585310
D5872,39000D587204
D5884,39000D588401
D5886,39000D588604
D5896,39000D589603
D5898,39000D589804
D5941,39000D594108
D5942,42000D594208
D5947,39000D594708
D5948,3h000D594806
D5954,42000D59540L
D5955,39000D59550N
D5956,42000D59560A
D5957,39000D59570A
